Endpoint Name	Endpoint Type	Endpoint Status	Endpoint Isolated	Isolation Date	Platform	Operating System	Agent Version	Mac Address	Network Interface	OS Version	Kernel Version	Architecture	Product Name	Installation Type	Golden Image ID	IP Address	IPv6 Address	User	Domain	Endpoint Alias	Last Seen	Content Version	Content Release Timestamp	Last Content Update Time	Content Status	Assigned Prevention Policy	Assigned Extensions Policy	Group Names	Tags	Active Directory	Is EDR Enabled	Content Auto Update	Content Rollout Delay (days)	Proxy	Last Used Proxy	Last Used Proxy Port	Last Origin IP	Last Origin IPv6	Installation Package	Endpoint ID	Manual Protection Pause	Install Date	First Seen	Scan Status	Last Successful Scan	Mobile ID	Encryption Status	Operational Status	Auto Upgrade Status	Last Upgrade Status	Last Upgrade Status Time	Last Upgrade Failure Reason	Last Upgrade Source	Disabled Capabilities	Network Location	Agent License Type	Cloud License	Cloud ID	Cloud Info	Host Insights	Last Triage	Is Forensics Enabled	Version Type	Supported Version	Token Hash	Linux Operation Mode	Managed Device	System Uptime	Backup Management	Last Certificate Enforcement Fallback	Cluster Name	Cloud Provider	Cloud Region	Cloud Provider Account ID	Cloud Instance ID	Serverless Function Info	DLP Status	DLP Extension Status
ip-10-0-1-220.eu-west-3.compute.internal	Kubernetes Node	Connected	Not Isolated		Linux	Amazon Linux 2023.10	9.1.0.144052	0a:54:9c:70:48:77, 0a:b8:d4:47:6c:95	[{'mac': ['0a:54:9c:70:48:77'], 'ip_v4': ['10.0.1.145'], 'ip_v6': []}, {'mac': ['0a:b8:d4:47:6c:95'], 'ip_v4': ['10.0.1.220'], 'ip_v6': []}]	2023.10.20260302	6.12.73-95.123.amzn2023.x86_64	x86_64		Kubernetes		10.0.1.145, 10.0.1.220			eu-west-3.compute.internal		Apr 9th 2026 11:46:49	2210-33946	Apr 5th 2026 13:15:49	Apr 7th 2026 15:48:05	Up to Date	k8s_cortex-cloud-demo	Linux Default	eks-k8s-container-escape-demo	{'server_tags': ['K8s-Container-Escape-Demo', 'eks-escape-demo'], 'endpoint_tags': []}		Yes	Enabled	0				13.38.50.239		K8s-Container-Escape-Demo-eks-escape-demo	2adab3b78f074e4ea9465f7fdbaf84f0	Protection Active	Apr 7th 2026 15:42:27	Apr 7th 2026 15:42:27	None			Not Supported	Protected	Not Supported	No Upgrade				File Search and Destroy	Disabled	Pro	Yes	arn:aws:ec2:eu-west-3:783648732931:instance/i-08eae43103a3fecd0	{'raw': {'mac': '0a:b8:d4:47:6c:95', 'pkcs7': 'MIAGCSqGSIb3DQEHAqCAMIACAQExCzAJBgUrDgMCGgUAMIAGCSqGSIb3DQEHAaCAJIAEggHbewog\nICJhY2NvdW50SWQiIDogIjc4MzY0ODczMjkzMSIsCiAgImFyY2hpdGVjdHVyZSIgOiAieDg2XzY0\nIiwKICAiYXZhaWxhYmlsaXR5Wm9uZSIgOiAiZXUtd2VzdC0zYiIsCiAgImJpbGxpbmdQcm9kdWN0\ncyIgOiBudWxsLAogICJkZXZwYXlQcm9kdWN0Q29kZXMiIDogbnVsbCwKICAibWFya2V0cGxhY2VQ\ncm9kdWN0Q29kZXMiIDogbnVsbCwKICAiaW1hZ2VJZCIgOiAiYW1pLTBiMGJjZmVlNjMzN2IyMDJm\nIiwKICAiaW5zdGFuY2VJZCIgOiAiaS0wOGVhZTQzMTAzYTNmZWNkMCIsCiAgImluc3RhbmNlVHlw\nZSIgOiAidDMubWVkaXVtIiwKICAia2VybmVsSWQiIDogbnVsbCwKICAicGVuZGluZ1RpbWUiIDog\nIjIwMjYtMDQtMDdUMDk6MTY6MDBaIiwKICAicHJpdmF0ZUlwIiA6ICIxMC4wLjEuMjIwIiwKICAi\ncmFtZGlza0lkIiA6IG51bGwsCiAgInJlZ2lvbiIgOiAiZXUtd2VzdC0zIiwKICAidmVyc2lvbiIg\nOiAiMjAxNy0wOS0zMCIKfQAAAAAAADGCAT8wggE7AgEBMGkwXDELMAkGA1UEBhMCVVMxGTAXBgNV\nBAgTEFdhc2hpbmd0b24gU3RhdGUxEDAOBgNVBAcTB1NlYXR0bGUxIDAeBgNVBAoTF0FtYXpvbiBX\nZWIgU2VydmljZXMgTExDAgkAlrpI2eVeGmcwCQYFKw4DAhoFAKCBhDAYBgkqhkiG9w0BCQMxCwYJ\nKoZIhvcNAQcBMBwGCSqGSIb3DQEJBTEPFw0yNjA0MDgwODA3MzVaMCMGCSqGSIb3DQEJBDEWBBSD\nL2OgJnLwTdJdZbvbkX63vxvZvDAlBgkqhkiG9w0BCTQxGDAWMAkGBSsOAwIaBQChCQYHKoZIzjgE\nAzAJBgcqhkjOOAQDBC4wLAIUEWYoTfuKO7yeDp5M+z3HsdI309UCFFFls8/Bdmk5HcVGEx6Q8F1L\nN5buAAAAAAAA', 'ami-id': 'ami-0b0bcfee6337b202f', 'events': {'maintenance': {'history': '[]', 'scheduled': '[]'}}, 'system': 'nitro', 'metrics': {'vhostmd': '<?xml version="1.0" encoding="UTF-8"?>'}, 'network': {'interfaces': {'macs': {'0a:54:9c:70:48:77': {'mac': '0a:54:9c:70:48:77', 'vpc-id': 'vpc-08f06d9615e7b9bad', 'owner-id': '783648732931', 'subnet-id': 'subnet-0357ef0db9ae5fdf9', 'local-ipv4s': '10.0.1.145\n10.0.1.115\n10.0.1.101\n10.0.1.102\n10.0.1.152\n10.0.1.251', 'interface-id': 'eni-0ee57ac2f3db3ff02', 'device-number': '1', 'local-hostname': 'ip-10-0-1-145.eu-west-3.compute.internal', 'security-groups': 'eks-cluster-sg-eks-escape-demo-1545074287', 'security-group-ids': 'sg-0a62ac763a0bb7ab7', 'vpc-ipv4-cidr-block': '10.0.0.0/16', 'vpc-ipv4-cidr-blocks': '10.0.0.0/16', 'subnet-ipv4-cidr-block': '10.0.1.0/24'}, '0a:b8:d4:47:6c:95': {'mac': '0a:b8:d4:47:6c:95', 'vpc-id': 'vpc-08f06d9615e7b9bad', 'owner-id': '783648732931', 'subnet-id': 'subnet-0357ef0db9ae5fdf9', 'local-ipv4s': '10.0.1.220\n10.0.1.83\n10.0.1.148\n10.0.1.183\n10.0.1.187\n10.0.1.28', 'interface-id': 'eni-0a8bfbab2dd2cb95a', 'public-ipv4s': '13.38.50.239', 'device-number': '0', 'local-hostname': 'ip-10-0-1-220.eu-west-3.compute.internal', 'public-hostname': 'ec2-13-38-50-239.eu-west-3.compute.amazonaws.com', 'security-groups': 'eks-cluster-sg-eks-escape-demo-1545074287', 'ipv4-associations': {'13.38.50.239': '10.0.1.220'}, 'security-group-ids': 'sg-0a62ac763a0bb7ab7', 'vpc-ipv4-cidr-block': '10.0.0.0/16', 'vpc-ipv4-cidr-blocks': '10.0.0.0/16', 'subnet-ipv4-cidr-block': '10.0.1.0/24'}}}}, 'profile': 'default-hvm', 'rsa2048': 'MIAGCSqGSIb3DQEHAqCAMIACAQExDTALBglghkgBZQMEAgEwgAYJKoZIhvcNAQcBoIAkgASCAdt7\nCiAgImFjY291bnRJZCIgOiAiNzgzNjQ4NzMyOTMxIiwKICAiYXJjaGl0ZWN0dXJlIiA6ICJ4ODZf\nNjQiLAogICJhdmFpbGFiaWxpdHlab25lIiA6ICJldS13ZXN0LTNiIiwKICAiYmlsbGluZ1Byb2R1\nY3RzIiA6IG51bGwsCiAgImRldnBheVByb2R1Y3RDb2RlcyIgOiBudWxsLAogICJtYXJrZXRwbGFj\nZVByb2R1Y3RDb2RlcyIgOiBudWxsLAogICJpbWFnZUlkIiA6ICJhbWktMGIwYmNmZWU2MzM3YjIw\nMmYiLAogICJpbnN0YW5jZUlkIiA6ICJpLTA4ZWFlNDMxMDNhM2ZlY2QwIiwKICAiaW5zdGFuY2VU\neXBlIiA6ICJ0My5tZWRpdW0iLAogICJrZXJuZWxJZCIgOiBudWxsLAogICJwZW5kaW5nVGltZSIg\nOiAiMjAyNi0wNC0wN1QwOToxNjowMFoiLAogICJwcml2YXRlSXAiIDogIjEwLjAuMS4yMjAiLAog\nICJyYW1kaXNrSWQiIDogbnVsbCwKICAicmVnaW9uIiA6ICJldS13ZXN0LTMiLAogICJ2ZXJzaW9u\nIiA6ICIyMDE3LTA5LTMwIgp9AAAAAAAAMYICKzCCAicCAQEwaTBcMQswCQYDVQQGEwJVUzEZMBcG\nA1UECBMQV2FzaGluZ3RvbiBTdGF0ZTEQMA4GA1UEBxMHU2VhdHRsZTEgMB4GA1UEChMXQW1hem9u\nIFdlYiBTZXJ2aWNlcyBMTEMCCQC1kn4B7k/wETALBglghkgBZQMEAgGggZYwGAYJKoZIhvcNAQkD\nMQsGCSqGSIb3DQEHATAcBgkqhkiG9w0BCQUxDxcNMjYwNDA4MDgwNzM1WjArBgkqhkiG9w0BCTQx\nHjAcMAsGCWCGSAFlAwQCAaENBgkqhkiG9w0BAQsFADAvBgkqhkiG9w0BCQQxIgQgjtSPMOskjcg4\nR1xAW1iJj8H3IsTOeB8eWUYeooByXTkwDQYJKoZIhvcNAQELBQAEggEAHcSmAWcGrIQmi/ZeOzmg\nXdnLleIuieOkXQet4Q0g/gumIyDVb9qSgQnvk284RGAObefczZcLoUXpAumkdllzYU3fcouHgWUW\nAauvz5xNZVAqk4PVA64BYHKogPWu11Q9qbAKnu5aH7uVOC083Cb7fqirPfZTXkkP1kDRy/iFi4Xj\nBnLLPhPByIVlRtbfP+hJkHi3JovvV6L+NkHXMhD/xcZmgoWz0CgQ47TjrWgRNdW9XtRTRemS8sAB\nRNOuUHPdkmvR6wD/AOPzF5w/wsIk/TfpTfNbUsDssarzLZF7+l8/VXdM6PyefPmw6D47Zlc0adN/\ntsF8n5X5hvmXYzLwjAAAAAAAAA==', 'document': '{\n  "accountId" : "783648732931",\n  "architecture" : "x86_64",\n  "availabilityZone" : "eu-west-3b",\n  "billingProducts" : null,\n  "devpayProductCodes" : null,\n  "marketplaceProductCodes" : null,\n  "imageId" : "ami-0b0bcfee6337b202f",\n  "instanceId" : "i-08eae43103a3fecd0",\n  "instanceType" : "t3.medium",\n  "kernelId" : null,\n  "pendingTime" : "2026-04-07T09:16:00Z",\n  "privateIp" : "10.0.1.220",\n  "ramdiskId" : null,\n  "region" : "eu-west-3",\n  "version" : "2017-09-30"\n}', 'hostname': 'ip-10-0-1-220.eu-west-3.compute.internal', 'services': {'domain': 'amazonaws.com', 'partition': 'aws'}, 'placement': {'region': 'eu-west-3', 'availability-zone': 'eu-west-3b', 'availability-zone-id': 'euw3-az2'}, 'signature': 'hcvVEyaCJG5uJLqvOs95K45ECLh1AUKoaG3HRr8b48EBsWUVzfD/IUEWDWZGsiY4PuG99ZzosLmE\nWyokB1DnqyrRE/38/ncwzQ/xFceIi+juyB2GP1AYy0deLXAnBqnTqfGeWQoRKJ2ENpt9ryD3znRT\nKi7I1AmUJVdvfTM2k+c=', 'local-ipv4': '10.0.1.220', 'instance-id': 'i-08eae43103a3fecd0', 'public-ipv4': '13.38.50.239', 'instance-type': 't3.medium', 'local-hostname': 'ip-10-0-1-220.eu-west-3.compute.internal', 'reservation-id': 'r-0aaec747df7d7c268', 'instance-action': 'none', 'public-hostname': 'ec2-13-38-50-239.eu-west-3.compute.amazonaws.com', 'security-groups': 'eks-cluster-sg-eks-escape-demo-1545074287', 'ami-launch-index': '0', 'ami-manifest-path': '(unknown)', 'instance-life-cycle': 'on-demand', 'block-device-mapping': {'ami': 'xvda', 'root': '/dev/xvda'}}, 'name': 'i-08eae43103a3fecd0', 'tags': [], 'region': 'eu-west-3', 'geo_region': 'EUROPE', 'project_id': '783648732931', 'public_ips': ['13.38.50.239'], 'sub_region': 'eu-west-3b', 'private_ips': ['10.0.1.145', '10.0.1.220'], 'cloud_provider': 'AWS'}	Enabled		No	Standard	Yes		Kernel					eks-escape-demo	AWS	eu-west-3	783648732931	i-08eae43103a3fecd0			
ip-10-0-0-174.eu-west-3.compute.internal	Kubernetes Node	Connected	Not Isolated		Linux	Amazon Linux 2023.10	9.1.0.144052	06:dc:e5:e1:75:d9	[{'mac': ['06:dc:e5:e1:75:d9'], 'ip_v4': ['10.0.0.174'], 'ip_v6': []}]	2023.10.20260302	6.12.73-95.123.amzn2023.x86_64	x86_64		Kubernetes		10.0.0.174			eu-west-3.compute.internal		Apr 9th 2026 11:46:52	2210-33946	Apr 5th 2026 13:15:49	Apr 7th 2026 15:48:09	Up to Date	k8s_cortex-cloud-demo	Linux Default	eks-k8s-container-escape-demo	{'server_tags': ['K8s-Container-Escape-Demo', 'eks-escape-demo'], 'endpoint_tags': []}		Yes	Enabled	0				15.188.23.148		K8s-Container-Escape-Demo-eks-escape-demo	8f01e0d3b22248af9b152331a717bb6a	Protection Active	Apr 7th 2026 15:42:27	Apr 7th 2026 15:42:27	None			Not Supported	Protected	Not Supported	No Upgrade				File Search and Destroy	Disabled	Pro	Yes	arn:aws:ec2:eu-west-3:783648732931:instance/i-0d537a77289f63059	{'raw': {'mac': '06:dc:e5:e1:75:d9', 'pkcs7': 'MIAGCSqGSIb3DQEHAqCAMIACAQExCzAJBgUrDgMCGgUAMIAGCSqGSIb3DQEHAaCAJIAEggHbewog\nICJhY2NvdW50SWQiIDogIjc4MzY0ODczMjkzMSIsCiAgImFyY2hpdGVjdHVyZSIgOiAieDg2XzY0\nIiwKICAiYXZhaWxhYmlsaXR5Wm9uZSIgOiAiZXUtd2VzdC0zYSIsCiAgImJpbGxpbmdQcm9kdWN0\ncyIgOiBudWxsLAogICJkZXZwYXlQcm9kdWN0Q29kZXMiIDogbnVsbCwKICAibWFya2V0cGxhY2VQ\ncm9kdWN0Q29kZXMiIDogbnVsbCwKICAiaW1hZ2VJZCIgOiAiYW1pLTBiMGJjZmVlNjMzN2IyMDJm\nIiwKICAiaW5zdGFuY2VJZCIgOiAiaS0wZDUzN2E3NzI4OWY2MzA1OSIsCiAgImluc3RhbmNlVHlw\nZSIgOiAidDMubWVkaXVtIiwKICAia2VybmVsSWQiIDogbnVsbCwKICAicGVuZGluZ1RpbWUiIDog\nIjIwMjYtMDQtMDdUMDk6MTY6MDBaIiwKICAicHJpdmF0ZUlwIiA6ICIxMC4wLjAuMTc0IiwKICAi\ncmFtZGlza0lkIiA6IG51bGwsCiAgInJlZ2lvbiIgOiAiZXUtd2VzdC0zIiwKICAidmVyc2lvbiIg\nOiAiMjAxNy0wOS0zMCIKfQAAAAAAADGCAT8wggE7AgEBMGkwXDELMAkGA1UEBhMCVVMxGTAXBgNV\nBAgTEFdhc2hpbmd0b24gU3RhdGUxEDAOBgNVBAcTB1NlYXR0bGUxIDAeBgNVBAoTF0FtYXpvbiBX\nZWIgU2VydmljZXMgTExDAgkAlrpI2eVeGmcwCQYFKw4DAhoFAKCBhDAYBgkqhkiG9w0BCQMxCwYJ\nKoZIhvcNAQcBMBwGCSqGSIb3DQEJBTEPFw0yNjA0MDcwOTE2MDFaMCMGCSqGSIb3DQEJBDEWBBTr\nc/O/fnQzp2peHXFVP0rjoSiZ3jAlBgkqhkiG9w0BCTQxGDAWMAkGBSsOAwIaBQChCQYHKoZIzjgE\nAzAJBgcqhkjOOAQDBC4wLAIUQVe+ZwpPgVxcgGRNfePLeftdEvoCFE4TGWlEr5lK9euPY4Q8ncHK\ns7e1AAAAAAAA', 'ami-id': 'ami-0b0bcfee6337b202f', 'events': {'maintenance': {'history': '[]', 'scheduled': '[]'}}, 'system': 'nitro', 'metrics': {'vhostmd': '<?xml version="1.0" encoding="UTF-8"?>'}, 'network': {'interfaces': {'macs': {'06:dc:e5:e1:75:d9': {'mac': '06:dc:e5:e1:75:d9', 'vpc-id': 'vpc-08f06d9615e7b9bad', 'owner-id': '783648732931', 'subnet-id': 'subnet-02b303e01b32021bc', 'local-ipv4s': '10.0.0.174\n10.0.0.240\n10.0.0.100\n10.0.0.54\n10.0.0.198\n10.0.0.127', 'interface-id': 'eni-0fb7a69ebc2880bf0', 'public-ipv4s': '15.188.23.148', 'device-number': '0', 'local-hostname': 'ip-10-0-0-174.eu-west-3.compute.internal', 'public-hostname': 'ec2-15-188-23-148.eu-west-3.compute.amazonaws.com', 'security-groups': 'eks-cluster-sg-eks-escape-demo-1545074287', 'ipv4-associations': {'15.188.23.148': '10.0.0.174'}, 'security-group-ids': 'sg-0a62ac763a0bb7ab7', 'vpc-ipv4-cidr-block': '10.0.0.0/16', 'vpc-ipv4-cidr-blocks': '10.0.0.0/16', 'subnet-ipv4-cidr-block': '10.0.0.0/24'}}}}, 'profile': 'default-hvm', 'rsa2048': 'MIAGCSqGSIb3DQEHAqCAMIACAQExDTALBglghkgBZQMEAgEwgAYJKoZIhvcNAQcBoIAkgASCAdt7\nCiAgImFjY291bnRJZCIgOiAiNzgzNjQ4NzMyOTMxIiwKICAiYXJjaGl0ZWN0dXJlIiA6ICJ4ODZf\nNjQiLAogICJhdmFpbGFiaWxpdHlab25lIiA6ICJldS13ZXN0LTNhIiwKICAiYmlsbGluZ1Byb2R1\nY3RzIiA6IG51bGwsCiAgImRldnBheVByb2R1Y3RDb2RlcyIgOiBudWxsLAogICJtYXJrZXRwbGFj\nZVByb2R1Y3RDb2RlcyIgOiBudWxsLAogICJpbWFnZUlkIiA6ICJhbWktMGIwYmNmZWU2MzM3YjIw\nMmYiLAogICJpbnN0YW5jZUlkIiA6ICJpLTBkNTM3YTc3Mjg5ZjYzMDU5IiwKICAiaW5zdGFuY2VU\neXBlIiA6ICJ0My5tZWRpdW0iLAogICJrZXJuZWxJZCIgOiBudWxsLAogICJwZW5kaW5nVGltZSIg\nOiAiMjAyNi0wNC0wN1QwOToxNjowMFoiLAogICJwcml2YXRlSXAiIDogIjEwLjAuMC4xNzQiLAog\nICJyYW1kaXNrSWQiIDogbnVsbCwKICAicmVnaW9uIiA6ICJldS13ZXN0LTMiLAogICJ2ZXJzaW9u\nIiA6ICIyMDE3LTA5LTMwIgp9AAAAAAAAMYICKzCCAicCAQEwaTBcMQswCQYDVQQGEwJVUzEZMBcG\nA1UECBMQV2FzaGluZ3RvbiBTdGF0ZTEQMA4GA1UEBxMHU2VhdHRsZTEgMB4GA1UEChMXQW1hem9u\nIFdlYiBTZXJ2aWNlcyBMTEMCCQC1kn4B7k/wETALBglghkgBZQMEAgGggZYwGAYJKoZIhvcNAQkD\nMQsGCSqGSIb3DQEHATAcBgkqhkiG9w0BCQUxDxcNMjYwNDA3MDkxNjAxWjArBgkqhkiG9w0BCTQx\nHjAcMAsGCWCGSAFlAwQCAaENBgkqhkiG9w0BAQsFADAvBgkqhkiG9w0BCQQxIgQgHsomCCrT/Wg+\nWDwjO9472BotNFwGkJLiWuJPGgvu+z0wDQYJKoZIhvcNAQELBQAEggEAof43sVzIn0YWZQECDvT/\niXdGLDbgGSk7SYX2EZ0fKB9KB4FX0A82eeEnxo7zpRpHRwHIYre7yH8RipISjus/S/JjPOvjKkYm\nLiVgNwbZVIzlh4Piw9BLqKMklDlFScygFeqdVbae70MzI8s/HLXzuPN7pCISDy//n8lYHY04AKy6\n6dvcUHFXJd+2PQf1DqjSftUqjjp44Qojqwg6adtmIIDAk4u0OSHB72r0SLSKf4n7k2hRkSy9Iius\nZc+nQ0Wq8DhiJpykoP3ribm0WHyQBPogzqlGJmikCuulzXV06fmpn4qCiSno/DFTkTOB7MsnqNyb\nmhmX2uGEIJHPhI38CQAAAAAAAA==', 'document': '{\n  "accountId" : "783648732931",\n  "architecture" : "x86_64",\n  "availabilityZone" : "eu-west-3a",\n  "billingProducts" : null,\n  "devpayProductCodes" : null,\n  "marketplaceProductCodes" : null,\n  "imageId" : "ami-0b0bcfee6337b202f",\n  "instanceId" : "i-0d537a77289f63059",\n  "instanceType" : "t3.medium",\n  "kernelId" : null,\n  "pendingTime" : "2026-04-07T09:16:00Z",\n  "privateIp" : "10.0.0.174",\n  "ramdiskId" : null,\n  "region" : "eu-west-3",\n  "version" : "2017-09-30"\n}', 'hostname': 'ip-10-0-0-174.eu-west-3.compute.internal', 'services': {'domain': 'amazonaws.com', 'partition': 'aws'}, 'placement': {'region': 'eu-west-3', 'availability-zone': 'eu-west-3a', 'availability-zone-id': 'euw3-az1'}, 'signature': 'da/bMiP1fj38C3hSFSN6lqugO5hLYemjpz35Ksl3E+kM4QxCzdJrX2VWfKnSz45v0osChe6D8m6u\nGcPT4p6NBHbJjwblPyX6Yx54cPKYVj2XG9uEBUNpHyBOcnqhe+fDl4GhzU+7RRoh/3zU3VNd6xrc\nSO0dzmwNouSv7jShxQQ=', 'local-ipv4': '10.0.0.174', 'autoscaling': {'target-lifecycle-state': 'InService'}, 'instance-id': 'i-0d537a77289f63059', 'public-ipv4': '15.188.23.148', 'instance-type': 't3.medium', 'local-hostname': 'ip-10-0-0-174.eu-west-3.compute.internal', 'reservation-id': 'r-08fba6b40db8a6a3b', 'instance-action': 'none', 'public-hostname': 'ec2-15-188-23-148.eu-west-3.compute.amazonaws.com', 'security-groups': 'eks-cluster-sg-eks-escape-demo-1545074287', 'ami-launch-index': '0', 'ami-manifest-path': '(unknown)', 'instance-life-cycle': 'on-demand', 'block-device-mapping': {'ami': 'xvda', 'root': '/dev/xvda'}}, 'name': 'i-0d537a77289f63059', 'tags': [], 'region': 'eu-west-3', 'geo_region': 'EUROPE', 'project_id': '783648732931', 'public_ips': ['15.188.23.148'], 'sub_region': 'eu-west-3a', 'private_ips': ['10.0.0.174'], 'cloud_provider': 'AWS'}	Enabled		No	Standard	Yes		Kernel					eks-escape-demo	AWS	eu-west-3	783648732931	i-0d537a77289f63059			
